Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Bernstein, S., Korteweg, A., Laws, K.","55339354900;36495005900;57193696328;","Attracting Early-Stage Investors: Evidence from a Randomized Field Experiment",2017,"Journal of Finance","72","2",,"509","538",,25,"10.1111/jofi.12470","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015974896&doi=10.1111%2fjofi.12470&partnerID=40&md5=175bef49490eb3fe19d5ac775b5db78c",Article,"Final",,Scopus,2-s2.0-85015974896
"Werth, J.C.","55809269800;","Angel investing",2017,"The World Scientific Reference on Entrepreneurship","2-4",,,"75","90",,,"10.1142/9874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019907839&doi=10.1142%2f9874&partnerID=40&md5=8b3fddbbb83d8981c4e4decd8dda2157",Book Chapter,"Final",,Scopus,2-s2.0-85019907839
"Levratto, N., Ramadan, M., Tessier, L.","24833331900;57095525500;57192200588;","Business angels and innovation, a double-sided relationship [Les « business angels », révélateurs, plus que moteurs, de l'engagement des entreprises dans l'innovation]",2017,"Revue d'Economie Industrielle","157","1",,"103","140",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021827301&partnerID=40&md5=e0377ac2ca39357fc97ae5008aee945e",Article,"Final",,Scopus,2-s2.0-85021827301
"Langfield, S., Pagano, M.","55653974400;7201963120;","Financial structure",2017,"The Palgrave Handbook of European Banking",,,,"25","47",,,"10.1057/978-1-137-52144-6_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028885460&doi=10.1057%2f978-1-137-52144-6_2&partnerID=40&md5=bc2309482414aca8980c40042a17968b",Book Chapter,"Final",,Scopus,2-s2.0-85028885460
"Bessière, V., Gomez-Breysse, M., Messeghem, K., Ramaroson, A., Sammut, S.","36738719900;57195360355;36761157900;57195361514;56417852500;","Drivers of growth: The case of French academic spin-off",2017,"International Journal of Entrepreneurship and Innovation Management","21","4-5",,"318","342",,,"10.1504/IJEIM.2017.085684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027452477&doi=10.1504%2fIJEIM.2017.085684&partnerID=40&md5=4dc6f0538ba6e9cabd8cd3635b5e05d0",Article,"Final",,Scopus,2-s2.0-85027452477
"Huang, L., Knight, A.P.","55932573800;14052410000;","Resources and relationships in entrepreneurship: An exchange theory of the development and effects of the entrepreneur-investor relationship",2017,"Academy of Management Review","42","1",,"80","102",,31,"10.5465/amr.2014.0397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008223881&doi=10.5465%2famr.2014.0397&partnerID=40&md5=d7f54cb310e836ea534cc4b1045a7beb",Article,"Final",,Scopus,2-s2.0-85008223881
"Chemmanur, T.J., Hull, T.J., Krishnan, K.","6602306535;57205860782;36552905900;","Do local and international venture capitalists play well together? The complementarity of local and international venture capitalists",2016,"Journal of Business Venturing","31","5",,"573","594",,19,"10.1016/j.jbusvent.2016.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983783894&doi=10.1016%2fj.jbusvent.2016.07.002&partnerID=40&md5=58b4e97d51373f6ea2acda903e11f748",Article,"Final",,Scopus,2-s2.0-84983783894
"Russo, P.F., Magri, S., Rampazzi, C.","7202451243;13406281300;57189525335;","Innovative start-ups in Italy: Their special features and the effects of the 2012 law",2016,"Politica Economica","32","2",,"297","330",,1,"10.1429/83967","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985905739&doi=10.1429%2f83967&partnerID=40&md5=69df792f9d24893c8cd6cd1dc575e969",Review,"Final",,Scopus,2-s2.0-84985905739
"Jeffrey, S.A., Lévesque, M., Maxwell, A.L.","18042343200;7102530743;35867844100;","The non-compensatory relationship between risk and return in business angel investment decision making",2016,"Venture Capital","18","3",,"189","209",,7,"10.1080/13691066.2016.1172748","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963548973&doi=10.1080%2f13691066.2016.1172748&partnerID=40&md5=87a7eb6e462eca5e2ecc160eb59bae00",Article,"Final",,Scopus,2-s2.0-84963548973
"Kim, J.-H., Wagman, L.","55482195900;25927673500;","Early-stage entrepreneurial financing: A signaling perspective",2016,"Journal of Banking and Finance","67",,,"12","22",,10,"10.1016/j.jbankfin.2016.03.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962492541&doi=10.1016%2fj.jbankfin.2016.03.004&partnerID=40&md5=caeffb38c1c2ebbc125608a0cc26ca87",Article,"Final",,Scopus,2-s2.0-84962492541
"Collewaert, V., Sapienza, H.J.","15755446600;6602879385;","How Does Angel Investor-Entrepreneur Conflict Affect Venture Innovation? It Depends",2016,"Entrepreneurship: Theory and Practice","40","3",,"573","597",,14,"10.1111/etap.12131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028272667&doi=10.1111%2fetap.12131&partnerID=40&md5=8dd58713c6257f92de3c4836a12634ac",Article,"Final",,Scopus,2-s2.0-85028272667
"Nanda, R., Rhodes-Kropf, M.","34868517100;6507055522;","Regional variation in venture capital: Causes and consequences",2016,"Geneva Reports on the World Economy","2016","MARCH",,"55","71",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962243838&partnerID=40&md5=6e37a65e853edd0a243e8ad232153b3b",Article,"Final",,Scopus,2-s2.0-84962243838
"Chai, S., Shih, W.","56900634600;23470956000;","Bridging science and technology through academic-industry partnerships",2016,"Research Policy","45","1",,"148","158",,16,"10.1016/j.respol.2015.07.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961848603&doi=10.1016%2fj.respol.2015.07.007&partnerID=40&md5=e24fa0792489aee906fe935174d7ca18",Article,"Final",,Scopus,2-s2.0-84961848603
"Lahr, H., Mina, A.","55817952500;9236607600;","Venture capital investments and the technological performance of portfolio firms",2016,"Research Policy","45","1",,"303","318",,23,"10.1016/j.respol.2015.10.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961620260&doi=10.1016%2fj.respol.2015.10.001&partnerID=40&md5=62d682f5adb80387316bfbe4d8e65e2c",Article,"Final",Open Access,Scopus,2-s2.0-84961620260
"Levratto, N., Tessier, L.","24833331900;57192200588;","Business angels et performance des entreprises : Une analyse empirique sur donnees françaises",2016,"Innovations","49","1",,"141","176",,1,"10.3917/inno.049.0141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000819234&doi=10.3917%2finno.049.0141&partnerID=40&md5=39507402cc42d7150ddc129bef73c108",Article,"Final",,Scopus,2-s2.0-85000819234
"Ryu, S., Kim, K.","57189255551;55865313600;","Crowdfunding success as a quality signal to venture capital",2016,"AMCIS 2016: Surfing the IT Innovation Wave - 22nd Americas Conference on Information Systems",,,,"","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987681478&partnerID=40&md5=354c29e41197d69235278cde9f6b941f",Conference Paper,"Final",,Scopus,2-s2.0-84987681478
"Nanda, R., Kropf, M.R.","34868517100;57162996700;","Financing entrepreneurial experimentation",2016,"Innovation Policy and the Economy","16","1",,"1","23",,3,"10.1086/684983","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960408634&doi=10.1086%2f684983&partnerID=40&md5=d580a449ec645849f9597fcc1272608f",Article,"Final",,Scopus,2-s2.0-84960408634
"Dutta, S., Folta, T.B.","56970420200;6603481495;","A comparison of the effect of angels and venture capitalists on innovation and value creation",2016,"Journal of Business Venturing","31","1",,"39","54",,30,"10.1016/j.jbusvent.2015.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947776405&doi=10.1016%2fj.jbusvent.2015.08.003&partnerID=40&md5=037b2eb609cf4bdf892aaa62e3339216",Article,"Final",,Scopus,2-s2.0-84947776405
"Kerr, W.R., Nanda, R.","57206216408;34868517100;","Financing Innovation",2015,"Annual Review of Financial Economics","7",,,"445","462",,37,"10.1146/annurev-financial-111914-041825","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949511542&doi=10.1146%2fannurev-financial-111914-041825&partnerID=40&md5=974dc7c00f6799fa2cca245118edfc1f",Review,"Final",,Scopus,2-s2.0-84949511542
"Berns, J., Schnatterly, K.","57164542100;23480421400;","Angel Investors: Early Firm Owners",2015,"Shareholder Empowerment: A New Era in Corporate Governance",,,,"223","238",,,"10.1057/9781137373939_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047594256&doi=10.1057%2f9781137373939_10&partnerID=40&md5=6a386b82fa5b9f78f4554a345a8e614f",Book Chapter,"Final",,Scopus,2-s2.0-85047594256
"Söderblom, A., Samuelsson, M., Wiklund, J., Sandberg, R.","56737163300;14120174600;23020517900;36787731300;","Inside the black box of outcome additionality: Effects of early-stage government subsidies on resource accumulation and new venture performance",2015,"Research Policy","44","8",,"1501","1512",,19,"10.1016/j.respol.2015.05.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937888538&doi=10.1016%2fj.respol.2015.05.009&partnerID=40&md5=3c4c629da8c35546468408fb8f78e973",Article,"Final",,Scopus,2-s2.0-84937888538
"El Bouzaidi, S.","57105682200;","Survey on venture capital financing exit stage",2015,"Research Handbook of Entrepreneurial Exit",,,,"87","106",,,"10.4337/9781782546979.00012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957673479&doi=10.4337%2f9781782546979.00012&partnerID=40&md5=edcf2b21cf644bb90ac77d7f296e6965",Book Chapter,"Final",,Scopus,2-s2.0-84957673479
"Krishnan, K., Nandy, D.K., Puri, M.","36552905900;7003530316;7005722584;","Does financing spur small business productivity? Evidence from a natural experiment",2015,"Review of Financial Studies","28","6",,"1768","1809",,25,"10.1093/rfs/hhu087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954290631&doi=10.1093%2frfs%2fhhu087&partnerID=40&md5=9e16373735a191d85dde1f6e121d92cf",Article,"Final",,Scopus,2-s2.0-84954290631
"Hellmann, T., Thiele, V.","6602191776;19639645100;","Friends or foes? The interrelationship between angel and venture capital markets",2015,"Journal of Financial Economics","115","3",,"639","653",,33,"10.1016/j.jfineco.2014.10.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924542071&doi=10.1016%2fj.jfineco.2014.10.009&partnerID=40&md5=93a47c3c939393d6167813c629ecee92",Article,"Final",,Scopus,2-s2.0-84924542071
"Åstebro, T., Serrano, C.J.","6603250114;36011306400;","Business Partners: Complementary Assets, Financing, and Invention Commercialization",2015,"Journal of Economics and Management Strategy","24","2",,"228","252",,7,"10.1111/jems.12095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928677492&doi=10.1111%2fjems.12095&partnerID=40&md5=db2d3eed099e7d727e228970aa120df3",Article,"Final",,Scopus,2-s2.0-84928677492
"Carpentier, C., Suret, J.-M.","11339340400;6506615925;","Angel group members' decision process and rejection criteria: A longitudinal analysis",2015,"Journal of Business Venturing","30","6",,"808","821",,33,"10.1016/j.jbusvent.2015.04.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940792675&doi=10.1016%2fj.jbusvent.2015.04.002&partnerID=40&md5=c49dc27c0176acbe19fc26492539c76c",Article,"Final",,Scopus,2-s2.0-84940792675
"Berns, J., Schnatterly, K.","57164542100;23480421400;","Angel investors: Early firm owners",2015,"Shareholder Empowerment: A New Era in Corporate Governance",,,,"223","238",,1,"10.1057/9781137373939","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960498447&doi=10.1057%2f9781137373939&partnerID=40&md5=da43322b0736f9d276765d5206fe0a89",Book Chapter,"Final",,Scopus,2-s2.0-84960498447
"Capizzi, V.","10040006400;","The returns of business angel investments and their major determinants",2015,"Venture Capital","17","4",,"271","298",,13,"10.1080/13691066.2015.1092264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944905444&doi=10.1080%2f13691066.2015.1092264&partnerID=40&md5=1c6112eef5588b09a560be24db6f8791",Article,"Final",,Scopus,2-s2.0-84944905444
"Carlino, G., Kerr, W.R.","7005935043;57206216408;","Agglomeration and Innovation",2015,"Handbook of Regional and Urban Economics","5",,,"349","404",,42,"10.1016/B978-0-444-59517-1.00006-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928989850&doi=10.1016%2fB978-0-444-59517-1.00006-4&partnerID=40&md5=054404e94cfba182018fb9689a7dbbdd",Book Chapter,"Final",,Scopus,2-s2.0-84928989850
"Kim, J.-H., Wagman, L.","55482195900;25927673500;","Portfolio size and information disclosure: An analysis of startup accelerators",2014,"Journal of Corporate Finance","29",,,"520","534",,10,"10.1016/j.jcorpfin.2014.10.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909599542&doi=10.1016%2fj.jcorpfin.2014.10.017&partnerID=40&md5=2f08a1bb382a861e7fe86868517b24b8",Article,"Final",,Scopus,2-s2.0-84909599542
"Colombo, M.G., Croce, A., Guerini, M.","7203013774;36442146000;57201976747;","Does informal risk capital relax the financial constraints of high-tech entrepreneurial ventures?",2014,"Applied Economics Letters","21","5",,"335","339",,3,"10.1080/13504851.2013.859368","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891865676&doi=10.1080%2f13504851.2013.859368&partnerID=40&md5=87c6afab80d343f30112b2586b4e2513",Article,"Final",,Scopus,2-s2.0-84891865676
"Popov, A.","36768816300;","Venture capital and industry structure: Evidence from local US markets",2014,"Review of Finance","18","3",,"1059","1066",,2,"10.1093/rof/rft018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901621709&doi=10.1093%2frof%2frft018&partnerID=40&md5=0c7df51744c185a38f5da60cfc68fc42",Article,"Final",,Scopus,2-s2.0-84901621709
"Middelhoff, J., Mauer, R., Brettel, M.","56471900200;36673520900;24402546200;","Antecedents of entrepreneurs' trust in their investor in the postinvestment phase – do something good!",2014,"Venture Capital","16","4",,"327","347",,1,"10.1080/13691066.2014.988381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920619584&doi=10.1080%2f13691066.2014.988381&partnerID=40&md5=b5cb7caadc57b454c868f2d20a098abc",Article,"Final",,Scopus,2-s2.0-84920619584
"Hvide, H.K., Panos, G.A.","6603419855;36675513200;","Risk tolerance and entrepreneurship",2014,"Journal of Financial Economics","111","1",,"200","223",,42,"10.1016/j.jfineco.2013.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888379012&doi=10.1016%2fj.jfineco.2013.06.001&partnerID=40&md5=51ea40cebe9bca9c3dec9239737cc30a",Article,"Final",,Scopus,2-s2.0-84888379012
"Bozkaya, A., Kerr, W.R.","35089941800;57206216408;","Labor Regulations and European Venture Capital",2014,"Journal of Economics and Management Strategy","23","4",,"776","810",,14,"10.1111/jems.12077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915781272&doi=10.1111%2fjems.12077&partnerID=40&md5=6482f9638880df9c5233d1aa0cd33bd2",Article,"Final",,Scopus,2-s2.0-84915781272
"Kerr, W.R., Nanda, R., Rhodes-Kropf, M.","57206216408;34868517100;6507055522;","Entrepreneurship as experimentation",2014,"Journal of Economic Perspectives","28","3",,"25","48",,95,"10.1257/jep.28.3.25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907486091&doi=10.1257%2fjep.28.3.25&partnerID=40&md5=72ac16eff41a14dc8b5a2258190ee0ea",Article,"Final",,Scopus,2-s2.0-84907486091
"Robb, A., Seamans, R.","15846784700;55206493900;","The role of R&amp;D in entrepreneurial finance and performance",2014,"Advances in Strategic Management","31",,,"341","373",,4,"10.1108/S0742-332220140000031010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911422141&doi=10.1108%2fS0742-332220140000031010&partnerID=40&md5=b78d760c1aeb30530d3e27d33c895a03",Article,"Final",,Scopus,2-s2.0-84911422141
